[2024-11-17 12:48:28] Dados da tabela portal_vagas_estagio foram apagados.
[2024-11-17 13:44:12] Erro na linha 679, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 680, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 681, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 682, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 683, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 684, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 685, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 686, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 687, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 688, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 689, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 690, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 691, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 692, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 693, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 694, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 695, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 696, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 697, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 698, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 699, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 700, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 701, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 702, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 703, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 704, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 705, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 706, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 707, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 708, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 709, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 710, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 711, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 712, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 713, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 714, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 715, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 716, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 717, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 718, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 719, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 720, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 721, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 722, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 723, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 724, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 725, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 726, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 727, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 728, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 729, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 730, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 731, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 732, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 733, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 734, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 735, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 736, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 737, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 738, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 739, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 740, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 741, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 742, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 743, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 744, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 745, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 746, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 747, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 748, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 749, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 750, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 751, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 752, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 753, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 754, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 755, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 756, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 757, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 758, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 759, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 760, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 761, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 762, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 763, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 764, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 765, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 766, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 767, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 768, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 769, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 770, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 771, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 772, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 773, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 774, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 775, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 776, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 777, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 778, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 779, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 780, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 781, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 782, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 783, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 784, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 785, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 786, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 787, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 788, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 789, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 790, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 791, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 792, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 793, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 794, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 795, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 796, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 797, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 798, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 799, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 800, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 801, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 802, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 803, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 804, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 805, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 806, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 807, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 808, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 809, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 810, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 811, coluna F: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 811, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 812, coluna F: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 812, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 813, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 818, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 820, coluna F: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 820, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 821, coluna F: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 822, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 823, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 824, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 825, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 826, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 828, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 829, coluna F: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 829, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 850, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 851, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 852, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 853, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 854, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 855, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 856, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 857, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 858, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 859, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 860, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 861, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:12] Erro na linha 862, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 863, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 864, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 865, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 866, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 867, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 868, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 869, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 870, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 871, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 872, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 873, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 874, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 875, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 876, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 877, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 878, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 879, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 880, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 881, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 882, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 883, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 884, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 885, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 886, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 887, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 888, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 889, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 890, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 891, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 892, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 893, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 894, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 895, coluna G: Célula vazia, sem informação.
[2024-11-17 13:44:13] Erro na linha 896, coluna G: Célula vazia, sem informação.
